dates,dYsim_10,dYsim_25,dYsim_75,dYsim_90,data,dYsim_10_cf1,dYsim_25_cf1,dYsim_75_cf1,dYsim_90_cf1,dYsim_10_cf2,dYsim_25_cf2,dYsim_75_cf2,dYsim_90_cf2
01-Jan-2000,0.335958316846396,2.35941392158215,4.31918537203764,5.47068787961521,2.97656908307524,0.0381665965141156,2.11296865467745,4.34833483154853,5.50918702695989,0.725426274188539,2.71884426416002,4.29996005805925,5.17863324795386
01-Feb-2000,0.195413291704936,2.28083217249274,4.2770311981441,5.29364346424812,2.86283928267808,0.173060688162343,2.23691825544231,4.32132172115983,5.43138997598649,0.590743699948245,2.54360200204158,4.32039633185957,5.2207291444609
01-Mar-2000,0.357907786033556,2.51592667400363,4.41315133738788,5.59641463844543,2.64636498069734,0.232984703987755,2.29077468757082,4.34400854822569,5.43368578055817,0.672596785474014,2.66916015118851,4.41153815159847,5.38136212925457
01-Apr-2000,0.28313701313196,2.40813294339985,4.39867247364929,5.35577517802064,2.34628748709854,-0.262233023896043,2.18026813675383,4.41312982993518,5.38930419370144,0.708042258875732,2.76706670759017,4.4727050962528,5.34803057923279
01-May-2000,-0.459468642301071,1.63615705039199,4.29457493556554,5.26114062651193,1.87918084504489,-0.0813072162453792,1.8724140736736,4.34003274548517,5.40126907084587,0.519695588993144,2.67137823174658,4.39661745909723,5.34622622071722
01-Jun-2000,-0.826444671031461,1.33685539173258,4.26445972914092,5.21312952936231,1.44368208207297,-0.370162731998851,1.69590673298955,4.33424392211992,5.62643846588549,0.41732936450687,2.54807083386536,4.39883559701728,5.17572894415823
01-Jul-2000,-0.841063590141626,1.21059048740929,4.10582453503621,5.22280988868273,1.0960452728484,-0.21853071206799,1.75651252402611,4.30518670698297,5.52612093959932,-0.0178083414506265,2.20092248632203,4.17616580351204,5.06177572042336
01-Aug-2000,-0.906484322467044,0.990020615580407,4.08630711866751,5.15571659310368,0.915420473660436,-0.438742932757277,1.66748036488916,4.22718298342113,5.61519601517105,-0.242933359043387,2.08411456934933,4.13667498100515,4.99801441301338
01-Sep-2000,-0.551544364643154,1.33616314969999,4.22963684576391,5.36072848353528,0.860733831057589,-0.198749692285363,1.85804625206072,4.36736434273216,5.61147625491999,0.351754718096167,2.38397242121415,4.34865684794996,5.282061032197
01-Oct-2000,-1.0453814237729,0.833044292237872,4.0292612534738,5.11134317327486,0.563553761206183,-0.478041044150876,1.53521981986572,4.31293330108376,5.63815675525778,-0.187597841914305,2.06339972735275,4.12635719778507,5.01246473413273
01-Nov-2000,-1.29353476698927,0.935706188244815,4.03414648251031,5.22250566316097,0.352848708305975,-0.175441595336789,1.55867040038275,4.36905567640713,5.57166755127621,0.238455655352248,2.28991454124809,4.21444052182482,5.01776266549861
01-Dec-2000,-1.51599148730517,0.42532551286372,3.91346628421577,5.17046251393316,0.129261901416839,-0.172526110788394,1.55433886761422,4.19648114721382,5.53985545320962,-0.581491363883537,1.68435928093953,4.07570034011261,4.93877794114739
01-Jan-2001,-1.37853995634206,0.423001646507391,3.894918058288,5.27879045852403,0.220086117190621,-0.714446118736026,1.35074148915841,4.05089805122878,5.35268468945403,-0.477269298174694,1.76359714160247,3.96702212359905,4.82143814207331
01-Feb-2001,-1.58925830014803,0.281724742575613,3.7260183556592,4.88409908297917,0.629587203237775,-0.426895260249535,1.38252857855027,3.97840027451517,5.42795873731343,-0.863771518783052,1.19117142150816,3.83291304964014,4.77945003422008
01-Mar-2001,-1.64166806931223,0.293626378363242,3.81152714391669,5.04160343105857,1.02886615029503,-0.659499475796753,1.40185590848027,4.16129387604003,5.44004663448855,-0.623783888053736,1.51135610340674,3.9308971859297,5.02625231231755
01-Apr-2001,-1.58960063902312,0.560172227189926,3.79008133140675,5.03542405134673,1.35743067377952,-0.266073578616193,1.59041204184516,4.1010902041293,5.46916551035049,-0.581075416034558,1.56235376916575,3.98608520931258,5.10624823772261
01-May-2001,-1.31403430377357,0.469894480957283,3.85329540113581,5.22923297387975,1.30861059657406,-0.419055713985651,1.49279508256437,4.09036306939941,5.49173047537048,-0.555838868694038,1.59173652496399,3.84787729030902,4.95611311371959
01-Jun-2001,-1.45089328032935,0.471681731522209,3.73016065349495,4.93258191760227,1.25280907068586,-0.336385181468288,1.46803329240021,3.9728810009355,5.34970623786501,-0.88253966527355,1.26490229401145,3.83758147320953,5.01925228575107
01-Jul-2001,-1.34659058133125,0.48789050268661,3.72560302903189,5.00640635372239,1.37903371386757,-0.445383909527664,1.66203199911514,3.81722837386716,5.14919776034221,-0.903165060251388,1.13753656625601,3.78732387465097,4.91466150856431
01-Aug-2001,-0.969947845592266,0.962035415180764,3.99593574012234,5.29965173553822,1.64327328050873,-0.206894769872194,1.73811295241798,3.94494989707971,5.12435931391263,-0.631349281054893,1.44821305564292,3.83590050686379,4.90193137978427
01-Sep-2001,-1.67597846333269,0.3787743777642,3.7279090514886,4.90371514984439,1.91690376181186,-0.363010417617175,1.48383753294639,3.95199572320323,5.25979418701292,-0.771819107158704,1.18656869197592,3.83180296852062,4.87981851408672
01-Oct-2001,-1.29463226612143,0.702129380726478,3.81172079879518,5.07242743074013,2.21575937989488,-0.545511334005061,1.38501169727311,3.95176337103085,5.03371787357214,-0.279340467852728,1.56056038563711,3.98623527792963,4.97861810356694
01-Nov-2001,-0.960525745977045,0.906716932071369,3.79704196178277,5.05967691276551,2.22147352225472,-0.254470315994081,1.78482560157536,3.8945089643924,5.07973411289332,-0.598368750553085,1.2798476904712,3.78798678831376,4.73350203770164
01-Dec-2001,-0.614262611258135,1.23856247728848,3.86961550296125,4.99380373767023,2.31999519268409,-0.226450131522827,1.63245980707988,3.7838466694666,4.83230682677786,-0.620252472235735,1.51968467185768,3.84114995037141,5.04058671766128
01-Jan-2002,-0.36641459732071,1.68247584280275,4.13274336825221,5.2763490447521,2.09875718970819,-0.105317725901536,1.90528111762112,4.05414183096992,5.03839958839399,-0.0172306703873353,1.99206773077343,4.11618817352276,5.21391338237108
01-Feb-2002,-0.369264162054672,1.76983793364491,3.91821207574673,4.92684215251813,2.04221505102954,-0.195924347857396,2.01202297539358,3.91467055164389,4.85624753157266,-0.016679862276926,1.96845487598655,3.96639088100981,4.88021762201193
01-Mar-2002,0.248094901995863,2.28849489522611,4.10015489240077,5.22545971027065,1.9601104109489,0.148417592396792,2.04531847275919,3.97753335753257,4.78215254192296,0.22249344676593,2.27114194997261,4.12874929694899,5.25160028498754
01-Apr-2002,0.463125688876037,2.23880820936336,4.05507134791656,5.11836905607454,1.78186038865441,-0.14691196025319,1.94636865612993,3.87682544722796,4.73200938622141,0.34500204404022,2.25288277649517,3.99811339462968,4.92529483440568
01-May-2002,0.262060567885891,2.20633863519359,3.92162921036711,4.80087764577684,1.74941269195476,0.15012490845426,2.12816174958816,3.87250833074733,4.73687352569689,0.40499977464749,2.27034736455702,3.96953099121232,4.97061024500237
01-Jun-2002,0.367954160879952,2.31216070650649,4.11805412274137,5.02427200477038,1.89152333254309,-0.354009671845034,1.84730390894129,3.9900197105977,4.79286126272762,0.780959622799073,2.56941557126442,4.15841454899198,5.03649274179831
01-Jul-2002,-0.740690317013665,1.30505468234746,3.79376241284474,4.75245890168178,2.03733317125248,-0.197402854131676,1.75945108511729,3.80977275215417,4.7541499084626,0.0831361509300743,2.01538013609116,3.80440199385604,4.63971191092237
01-Aug-2002,-0.865836991593595,1.2790923181547,3.69047020485249,4.66524635436307,2.45447507291502,-0.544187741231067,1.4414716599283,3.73488137175737,4.92134163368697,-0.0237889816173189,1.91541023235198,3.7096289697342,4.5260277088629
01-Sep-2002,-1.55854763196844,0.368989980182328,3.52119844405847,4.44428867819045,2.82598655550198,-0.857957970606109,1.01896884892824,3.74524782027505,4.94467573374923,-0.306136615698247,1.88686799618498,3.77528198727345,4.58181802468419
01-Oct-2002,-1.28878497961598,0.442063012544326,3.55163376525292,4.59447290718199,3.29742588135711,-0.98504291124238,1.0288367927758,3.64615756185255,4.84883272301368,-0.675622142242521,1.52788015576599,3.63623375235934,4.55542216699528
01-Nov-2002,-0.845422266288114,0.9761535335257,3.82232210576666,4.95152304222898,3.68973939174635,-0.689622659797036,1.13145171921613,3.89423355053093,4.97991984960532,0.1074698596851,2.10984998520483,3.85658277878941,4.73017559111074
01-Dec-2002,-1.23477706565623,0.623631665447686,3.50595858417247,4.51729657205874,4.02290887254274,-0.623924990268503,1.20626969369605,3.70771137773595,4.88695245421442,-0.561026640846159,1.5035775982679,3.58695159926258,4.54844985061163
01-Jan-2003,-0.777319534276263,1.359818838503,3.92480567491693,5.07712664172198,4.28519690886622,-0.60007822471054,1.39288406462515,3.83977659836626,4.92043062990815,0.10606567133714,2.03240139486455,3.85173883761904,4.79610282247613
01-Feb-2003,-0.757275069176787,1.25089819996769,3.71102530247435,4.71104547037871,4.20633850195003,-0.750796048927681,1.25599417545728,3.66795038606878,4.8332871393854,-0.176275895531666,1.79683988166573,3.73264425855085,4.65886422249068
01-Mar-2003,-0.775481769902647,1.1814277448738,3.61863118445622,4.67515951197746,4.25788356126625,-0.27432520672096,1.50024344150869,3.65837158090397,4.7071738633759,-0.54466983610648,1.60247631636592,3.65004450544385,4.68120807068252
01-Apr-2003,-0.963322645880659,1.11569566125282,3.4326735619015,4.35864825462441,4.26375891419789,-0.561888898367925,1.515681303207,3.41812355086897,4.5123126765339,-0.813799004797114,1.21180453198916,3.34088352782603,4.29308796377888
01-May-2003,-0.128440497730136,1.66257631548107,3.5946538673257,4.67577990484543,4.38865876313538,-0.0604657419095669,1.75812261664115,3.50905345862215,4.40345114757946,-0.626431372598389,1.34840737948561,3.50050799740951,4.44589758549685
01-Jun-2003,-0.00419711625993369,1.79609928412486,3.64489716532095,4.64325861663427,4.45252875715587,0.168385315866765,1.82354809003641,3.60570183219096,4.4441592097262,-0.320329423658831,1.57744715919445,3.5482693895327,4.6654954381035
01-Jul-2003,0.886756015597293,2.19019911747768,3.69774234806941,4.63634343622194,4.16504964560883,0.041125836817278,1.94848001394288,3.58278571086416,4.23627871989101,0.0581402128120208,1.85999696368904,3.64470466976274,4.55125426625908
01-Aug-2003,0.54450901709269,1.99798753645191,3.57120719671657,4.31017927859078,3.97784495932449,0.257626462212765,1.93561730417772,3.47444177050367,4.24905322053024,-0.289658170904663,1.73968916263178,3.55535009456285,4.50871114088797
01-Sep-2003,1.07990850498851,2.27143592062092,3.78493589243429,4.59093124866182,3.71643128614767,0.323152749327448,2.09134260212523,3.59793242801195,4.39208424922691,-0.140759270631726,1.74003349215566,3.64135008599689,4.56205730417733
01-Oct-2003,0.635070122090262,2.08288707656183,3.54871250735666,4.23237110729553,3.40409119465584,0.41694786813275,2.06296814727976,3.50728328207598,4.21918743871407,0.0255946763552986,1.83370447414499,3.5411355920854,4.56633132570015
01-Nov-2003,1.08058788547514,2.27146730969272,3.69428609613465,4.45901193198515,3.31165621119597,0.658241123071285,2.19789218635352,3.60045358178829,4.33608600244109,0.196532828671175,1.97183427340403,3.67597578883458,4.55830059671826
01-Dec-2003,0.872099910982223,2.15877025200446,3.50939998510616,4.31291910068155,3.11045276559194,0.64795684492984,2.10463501743901,3.48013464487979,4.17248455510657,-0.199552257063855,1.84346205515794,3.48891141589339,4.37278572178967
01-Jan-2004,1.00520403441915,2.12733066789574,3.47891541972828,4.23341299565249,3.25698272716534,0.386370587650597,2.05750416339549,3.44109609060324,4.06524703148092,0.234355295653365,1.85638518534894,3.4540137893156,4.17413245293776
01-Feb-2004,1.2956422069644,2.24199115645056,3.53812646948926,4.24391406120416,3.51316034472602,0.597238665860416,2.10006896407542,3.48761765035463,4.18350691798816,0.147968949371112,1.85650336616969,3.50763247015534,4.30782480134898
01-Mar-2004,0.780930500518211,1.98244439340192,3.34126622040684,4.00492246421854,3.75715518691864,0.736938130915279,1.89477896961636,3.33164976572863,4.01028615387765,-0.164075779952372,1.54245410127674,3.32042886402709,4.11516621725195
01-Apr-2004,1.04025637465605,2.09321953856572,3.38737194417884,4.12757149503498,3.83296535584763,0.513511823455534,1.94390782138271,3.33991010562897,3.97605692552222,-0.253803340292221,1.65834048769457,3.43196203812916,4.27901700891757
01-May-2004,1.25354631733811,2.23761650665088,3.5213470631116,4.15210752271538,3.65887573150573,0.765301566589935,2.0540632620673,3.44324301013323,4.12578420608048,0.559847859124011,2.02072157668869,3.55185746942844,4.48116610028351
01-Jun-2004,0.73719780122726,1.92093843111481,3.26570178593704,3.87571292868303,3.40044954787506,0.585806234418426,1.80561766289494,3.24491412214048,3.92648753917412,-0.845092815636877,1.19315635024088,3.27254515329076,3.99032324345909
01-Jul-2004,1.17873028812599,2.15489448619154,3.52037375530587,4.18531254141805,3.53309820541738,0.403865519174232,1.93771530014588,3.36913087829173,4.01977876692725,0.0542524823767452,1.83384809844982,3.56042760496143,4.53431206018463
01-Aug-2004,1.00569937428421,2.04967324832314,3.38603159599851,4.12277278541429,3.53939806015779,0.60122287808882,1.9794358091804,3.39343174814228,4.06100399896419,-0.305125315043246,1.62328769808232,3.38252056607961,4.17124849963627
01-Sep-2004,0.852776822534446,2.01036506574215,3.40828665432728,4.11102311229461,3.71360443895624,0.751732513247847,1.92996405228407,3.37736382808262,3.98433075837958,-0.160335955947463,1.56078034838508,3.39884415635565,4.23894186507404
01-Oct-2004,1.39283412464024,2.25164122546164,3.61076948368149,4.37394287665801,3.48397202683343,0.902861787515937,2.13276260136524,3.49507089770099,4.12124350273742,0.470539446836476,1.99988860406547,3.513968657597,4.36229516496715
01-Nov-2004,1.33860024828838,2.13255091083186,3.45691277812323,4.12932060818368,3.38352871350044,0.690177113139648,1.99111615743956,3.38783747328738,4.00441399679255,-0.0766155007165206,1.74965909583223,3.39466919060727,4.1654654914401
01-Dec-2004,1.51700702403538,2.30601089441401,3.5115702532768,4.14993326396931,3.34719094592472,0.699953656811332,1.98792006409155,3.41203639680636,4.0077547510487,0.472492730842628,1.88254906597073,3.50696493048329,4.33211260549487
01-Jan-2005,1.29599664203856,2.12004775448513,3.41213780306083,4.06740012424262,3.11217444362984,0.584510076440452,1.99931595926421,3.32520782949207,3.94784395443277,0.140405167815086,1.82642078481417,3.42565018671263,4.08094662514801
01-Feb-2005,1.51963497068066,2.24690938194259,3.48853399372868,4.14060149505067,3.07761179451348,0.843097007728424,2.10127919589193,3.39159277973762,4.03630707798245,0.528328186072594,2.05394537541173,3.51993189586318,4.29411794957575
01-Mar-2005,1.3135510420742,2.10238268084104,3.32752738254411,3.85779009958155,3.05579907931929,0.889862711358709,1.97749923640484,3.29360434532385,3.86440154123656,0.109281852085163,1.74881377968996,3.30645456386272,4.02762513264482
01-Apr-2005,0.921937366603,2.03438345647943,3.35507529627445,4.02886299916477,3.33647732524285,0.622305889574096,1.92239701205323,3.37049500487991,3.95417450458526,-0.1983779181912,1.6281833457656,3.34346419065402,4.06098623025073
01-May-2005,0.517460011892957,1.95048678993392,3.29136018548809,3.85449963543392,3.48818209473337,0.406360585005953,1.96637101526525,3.2984980675109,3.98926861785323,-0.421262454649574,1.55245720355218,3.25952233847601,4.00205811463934
01-Jun-2005,0.746013749060994,2.42778212113184,3.49494508710929,3.95815422999216,3.37644568573816,0.323555769002812,2.30944069121947,3.45167530620087,3.8656818625632,-0.343340891102209,1.73723962744022,3.46246145400531,4.05080594054384
