a12,a21,b12,c12,b21,c21,c_1_1_sync_1,c_1_1_sync_2,c_2_1_sync_1,c_2_1_sync_2,c_3_1_sync_1,c_3_1_sync_2,a0_1_1_sync_1,a0_1_1_sync_2,a0_2_1_sync_1,a0_2_1_sync_2,a0_3_1_sync_1,a0_3_1_sync_2,a0_1_2_sync_1,a0_1_2_sync_2,a0_2_2_sync_1,a0_2_2_sync_2,a0_3_2_sync_1,a0_3_2_sync_2,a0_1_3_sync_1,a0_1_3_sync_2,a0_2_3_sync_1,a0_2_3_sync_2,a0_3_3_sync_1,a0_3_3_sync_2,a1_1_1_sync_1,a1_1_1_sync_2,a1_2_1_sync_1,a1_2_1_sync_2,a1_3_1_sync_1,a1_3_1_sync_2,a1_1_2_sync_1,a1_1_2_sync_2,a1_2_2_sync_1,a1_2_2_sync_2,a1_3_2_sync_1,a1_3_2_sync_2,a1_1_3_sync_1,a1_1_3_sync_2,a1_2_3_sync_1,a1_2_3_sync_2,a1_3_3_sync_1,a1_3_3_sync_2,s_1_1_sync_1,s_1_1_sync_2,s_2_2_sync_1,s_2_2_sync_2,s_3_3_sync_1,s_3_3_sync_2
2.5329,1.9165,0.519,0.404,0.2364,0.4618,-0.0691,0.1105,0.0144,0.0559,0.5116,-1.0232,1,1,-0.1406,-0.0721,0.2086,0.4848,0,0,1,1,-0.1643,-0.7882,0,0,0,0,1,1,0.8853,0.8137,-0.1685,-0.2088,0.135,0.447,0.0202,-0.0704,0.3285,0.5637,0.1549,-0.3726,-0.0211,-0.0519,0.1305,0.0698,0,0,0.3332,0.9444,0.4673,0.7275,0.7707,2.775
2.25,1.59,0.31,0.16,0.1,0.23,-0.12,0,-0.06,-0.04,0.43,-1.29,1,1,-0.26,-0.17,0.05,0.2,0,0,1,1,-0.31,-1.15,0,0,0,0,1,1,0.84,0.74,-0.29,-0.31,-0.02,0.19,-0.04,-0.19,0.25,0.47,0.01,-0.65,-0.06,-0.09,0.07,0.04,0,0,0.3,0.86,0.43,0.66,0.71,2.57
2.85,2.32,0.77,0.71,0.41,0.71,-0.02,0.22,0.08,0.16,0.6,-0.7,1,1,-0.03,0.02,0.48,0.72,0,0,1,1,0,-0.45,0,0,0,0,1,1,0.92,0.89,-0.06,-0.12,0.37,0.67,0.09,0.06,0.41,0.66,0.31,-0.2,0.02,-0.01,0.19,0.1,0,0,0.36,1.03,0.5,0.8,0.84,3.04
