a12,a21,b12,c12,b21,c21,c_1_1_sync_1,c_1_1_sync_2,c_2_1_sync_1,c_2_1_sync_2,c_3_1_sync_1,c_3_1_sync_2,a0_1_1_sync_1,a0_1_1_sync_2,a0_2_1_sync_1,a0_2_1_sync_2,a0_3_1_sync_1,a0_3_1_sync_2,a0_1_2_sync_1,a0_1_2_sync_2,a0_2_2_sync_1,a0_2_2_sync_2,a0_3_2_sync_1,a0_3_2_sync_2,a0_1_3_sync_1,a0_1_3_sync_2,a0_2_3_sync_1,a0_2_3_sync_2,a0_3_3_sync_1,a0_3_3_sync_2,a1_1_1_sync_1,a1_1_1_sync_2,a1_2_1_sync_1,a1_2_1_sync_2,a1_3_1_sync_1,a1_3_1_sync_2,a1_1_2_sync_1,a1_1_2_sync_2,a1_2_2_sync_1,a1_2_2_sync_2,a1_3_2_sync_1,a1_3_2_sync_2,a1_1_3_sync_1,a1_1_3_sync_2,a1_2_3_sync_1,a1_2_3_sync_2,a1_3_3_sync_1,a1_3_3_sync_2,s_1_1_sync_1,s_1_1_sync_2,s_2_2_sync_1,s_2_2_sync_2,s_3_3_sync_1,s_3_3_sync_2
2.4808,2.0124,0.4452,0.5175,0.2433,0.4919,-0.0698,0.1137,0.0159,0.0301,0.5142,-0.9717,1,1,-0.1531,-0.0643,0.2076,0.4455,0,0,1,1,-0.1729,-0.7291,0,0,0,0,1,1,0.8853,0.8111,-0.1782,-0.1929,0.1472,0.3742,0.0162,-0.088,0.3226,0.5768,0.1446,-0.3238,-0.0209,-0.0493,0.1301,0.0663,0,0,0.3379,0.9505,0.4728,0.7462,0.78,2.7679
2.2,1.68,0.23,0.27,0.1,0.26,-0.12,0.01,-0.06,-0.07,0.43,-1.24,1,1,-0.28,-0.16,0.05,0.16,0,0,1,1,-0.31,-1.09,0,0,0,0,1,1,0.84,0.74,-0.3,-0.29,-0.01,0.12,-0.04,-0.2,0.24,0.48,0,-0.6,-0.06,-0.09,0.07,0.03,0,0,0.31,0.87,0.44,0.68,0.72,2.56
2.8,2.42,0.69,0.82,0.41,0.74,-0.02,0.22,0.08,0.13,0.61,-0.65,1,1,-0.04,0.03,0.47,0.68,0,0,1,1,-0,-0.39,0,0,0,0,1,1,0.92,0.88,-0.07,-0.1,0.39,0.59,0.08,0.05,0.4,0.67,0.3,-0.15,0.02,-0.01,0.19,0.1,0,0,0.37,1.04,0.51,0.81,0.85,3.03
