a1_1_1,a1_2_1,a1_3_1,a1_1_2,a1_2_2,a1_3_2,a1_1_3,a1_2_3,a1_3_3,a12,a21,b12,c12,b21,c21,c_1_1_sync_1,c_1_1_sync_2,c_2_1_sync_1,c_2_1_sync_2,c_3_1_sync_1,c_3_1_sync_2,a0_1_1_sync_1,a0_1_1_sync_2,a0_2_1_sync_1,a0_2_1_sync_2,a0_3_1_sync_1,a0_3_1_sync_2,a0_1_2_sync_1,a0_1_2_sync_2,a0_2_2_sync_1,a0_2_2_sync_2,a0_3_2_sync_1,a0_3_2_sync_2,a0_1_3_sync_1,a0_1_3_sync_2,a0_2_3_sync_1,a0_2_3_sync_2,a0_3_3_sync_1,a0_3_3_sync_2,s_1_1_sync_1,s_1_1_sync_2,s_2_2_sync_1,s_2_2_sync_2,s_3_3_sync_1,s_3_3_sync_2
0.8632,-0.1843,-0.0382,0.0001,0.4433,0.5036,0.0027,0.013,0,1.8321,1.0207,0.687,0.3965,0.2425,0.451,-0.1103,0.2022,0.0148,0.055,0.2604,-0.161,1,1,-0.1107,0.0016,0.0134,-0.1318,0,0,1,1,-1.9604,-2.9819,0,0,0,0,1,1,0.2937,1.0242,0.4449,0.8493,1.6469,2.93
0.83,-0.26,-0.16,-0.06,0.37,0.27,-0.01,-0,0,1.39,0.78,0.41,0.2,0.11,0.22,-0.15,0.05,-0.04,-0.07,0.1,-0.8,1,1,-0.2,-0.08,-0.19,-0.38,0,0,1,1,-2.25,-3.39,0,0,0,0,1,1,0.26,0.94,0.41,0.77,1.54,2.72
0.91,-0.12,0.1,0.06,0.52,0.74,0.02,0.03,0,2.35,1.26,0.98,0.61,0.43,0.73,-0.06,0.38,0.07,0.19,0.41,0.14,1,1,-0.03,0.08,0.22,0.07,0,0,1,1,-1.65,-2.54,0,0,0,0,1,1,0.34,1.16,0.48,0.93,1.76,3.26
