a12,a21,b12,c12,b21,c21,c_1_1_sync_1,c_1_1_sync_2,c_2_1_sync_1,c_2_1_sync_2,c_3_1_sync_1,c_3_1_sync_2,a0_1_1_sync_1,a0_1_1_sync_2,a0_2_1_sync_1,a0_2_1_sync_2,a0_3_1_sync_1,a0_3_1_sync_2,a0_1_2_sync_1,a0_1_2_sync_2,a0_2_2_sync_1,a0_2_2_sync_2,a0_3_2_sync_1,a0_3_2_sync_2,a0_1_3_sync_1,a0_1_3_sync_2,a0_2_3_sync_1,a0_2_3_sync_2,a0_3_3_sync_1,a0_3_3_sync_2,a1_1_1_sync_1,a1_1_1_sync_2,a1_2_1_sync_1,a1_2_1_sync_2,a1_3_1_sync_1,a1_3_1_sync_2,a1_1_2_sync_1,a1_1_2_sync_2,a1_2_2_sync_1,a1_2_2_sync_2,a1_3_2_sync_1,a1_3_2_sync_2,a1_1_3_sync_1,a1_1_3_sync_2,a1_2_3_sync_1,a1_2_3_sync_2,a1_3_3_sync_1,a1_3_3_sync_2,s_1_1_sync_1,s_1_1_sync_2,s_2_2_sync_1,s_2_2_sync_2,s_3_3_sync_1,s_3_3_sync_2
1.8656,1.0512,0.6802,0.4868,0.2698,0.3974,-0.1045,0.2269,0.0373,0.0438,0.196,0.1903,1,1,-0.1212,-0.0342,-0.1479,-0.0142,0,0,1,1,-1.9354,-2.5722,0,0,0,0,1,1,0.8709,0.8093,-0.1929,-0.1891,-0.242,0.0003,0.0079,-0.1036,0.3519,0.5641,0.1397,1.0326,0.0051,0.005,0.004,0.0125,0,0,0.2948,1.0066,0.4519,0.8166,1.6004,2.9476
1.47,0.56,0.34,0.19,0.11,0.17,-0.15,0.08,-0.02,-0.09,0.02,0.01,1,1,-0.28,-0.14,-0.71,-0.38,0,0,1,1,-2.38,-3.04,0,0,0,0,1,1,0.83,0.73,-0.35,-0.29,-0.77,-0.4,-0.06,-0.3,0.25,0.41,-0.25,0.56,-0.01,-0.04,-0.03,-0.02,0,0,0.27,0.91,0.42,0.74,1.48,2.67
2.29,1.57,1.09,0.94,0.51,0.74,-0.06,0.4,0.1,0.17,0.36,0.36,1,1,0.03,0.07,0.41,0.34,0,0,1,1,-1.52,-2.09,0,0,0,0,1,1,0.91,0.89,-0.05,-0.08,0.28,0.39,0.08,0.08,0.46,0.72,0.48,1.5,0.02,0.05,0.04,0.05,0,0,0.33,1.13,0.49,0.91,1.72,3.3
