dates,gdp_data,dYq,dYm,MF,trend,MF_smooth,m_ip_detrended,m_rs_detrended,m_neo_detrended,m_uclaims_detrended,m_gdp_detrended
1-Jan,NaN,-1.882094874,-0.344138016,-0.920117253,3.072858333,-1.033352936,-9.426615453,3.708672773,NaN,-0.00937524,NaN
1-Feb,NaN,-3.584005993,-0.43063683,-1.200430092,3.058389754,-1.192760613,-10.61932406,-5.567811661,NaN,0.012612194,NaN
1-Mar,-4.342912129,-4.342912089,-0.310953177,-0.910272593,3.043921175,-0.955577127,-5.380669426,-13.27736345,NaN,0.023372139,-4.342912129
1-Apr,NaN,-3.105614229,-0.034813551,-0.667599972,3.028626615,-0.827748355,-6.143855922,14.19286065,NaN,0.030726278,NaN
1-May,NaN,-1.453984546,-0.017729409,-0.928753567,3.013332054,-1.048968983,-9.479228699,-5.67509799,NaN,0.029677383,NaN
1-Jun,-0.520171283,-0.520171576,-0.077499935,-0.984972119,2.998037494,-1.119750255,-8.990053593,-9.856545759,NaN,0.031522966,-0.520171283
1-Jul,NaN,-1.765244683,-0.346081827,-1.155821681,2.982045903,-1.150325165,-9.703322145,-4.272946418,NaN,0.031506344,NaN
1-Aug,NaN,-3.070652114,-0.344081267,-0.608655758,2.966054311,-0.698902253,-3.516575515,5.739075252,NaN,0.032221096,NaN
1-Sep,-4.554672952,-4.554672812,-0.448505109,-1.034544667,2.95006272,-1.023694335,-8.378583506,-30.07293809,NaN,0.056556803,-4.554672952
1-Oct,NaN,-4.027882287,-0.214384196,-0.266072684,2.933447501,-0.598979584,-6.099164855,122.4827666,NaN,0.088069594,NaN
1-Nov,NaN,-3.524476075,-0.218229714,-0.990280418,2.916832282,-0.965826478,-9.35398522,-32.3297554,NaN,0.064625805,NaN
1-Dec,-1.792494857,-1.792494779,-0.015509785,-0.510497294,2.900217063,-0.3420355,-2.33090631,-15.9698814,NaN,0.043175976,-1.792494857
2-Jan,NaN,-0.636809088,0.074537226,0.284976938,2.883125586,0.247925677,5.81136517,-5.159704061,NaN,0.038187093,NaN
2-Feb,NaN,0.235441554,-0.000167053,0.007241483,2.866034108,0.22073005,-2.017298586,2.233302613,NaN,0.030040933,NaN
2-Mar,0.45032231,0.450322532,0.038210459,0.546820114,2.84894263,0.642440073,7.298297082,-8.955055986,NaN,0.04165284,0.45032231
2-Apr,NaN,-0.068322465,-0.055124023,0.487874087,2.831534557,0.51524619,3.802805826,11.55924328,NaN,0.050643041,NaN
2-May,NaN,-0.33336547,-0.066427804,0.332771628,2.814126484,0.419802667,2.99463255,-19.76713497,NaN,0.036140731,NaN
2-Jun,-0.342254506,-0.342254142,0.035988291,0.773978049,2.796718411,0.644493506,7.973793,7.320172929,NaN,0.021244706,-0.342254506
2-Jul,NaN,-0.329741741,-0.051995922,0.067604177,2.779038725,-0.021080772,-2.283777965,7.702880403,NaN,0.020306941,NaN
2-Aug,NaN,-0.431131819,-0.091775324,-0.242148343,2.761359038,-0.252900518,-3.034544819,3.879644841,NaN,0.025051021,NaN
2-Sep,-1.132812509,-1.132812239,-0.139431814,-0.313549658,2.743679351,-0.370186958,-0.36869037,-21.59470305,NaN,0.034844057,-1.132812509
2-Oct,NaN,-1.811984963,-0.221789103,-0.504304707,2.725736421,-0.441447628,-5.256464958,0.122339449,NaN,0.033790863,NaN
2-Nov,NaN,-1.818466975,-0.093395827,0.330228204,2.70779349,0.182319916,4.973646189,3.855484384,NaN,0.023632292,NaN
2-Dec,-2.167568613,-2.167568317,-0.226707149,-0.611064263,2.68985056,-0.334091005,-8.287633226,6.102783074,NaN,0.038648013,-2.167568613
3-Jan,NaN,-1.0927378,0.046918526,0.520253424,2.67162989,0.474577709,8.195708389,-1.959937816,NaN,0.023599314,NaN
3-Feb,NaN,-0.98874799,-0.067398374,-0.003649941,2.653409221,-0.149991099,-0.204040283,-25.21789108,NaN,0.034094982,NaN
3-Mar,-0.573617537,-0.573617525,-0.122924533,-0.357973608,2.635188552,-0.560370344,-5.185429969,17.17175854,NaN,0.045322674,-0.573617537
3-Apr,NaN,-1.006312596,-0.061255242,-0.855426189,2.616794985,-0.784321175,-9.172256678,-0.279082037,NaN,0.050294059,NaN
3-May,NaN,-0.36423167,0.093121857,-0.447771007,2.598401418,-0.335995152,-1.914606757,3.354061884,NaN,0.041712004,NaN
3-Jun,0.977635313,0.977634837,0.212542094,-0.055786674,2.580007852,0.00147945,0.093850934,9.774075504,NaN,0.038920293,0.977635313
3-Jul,NaN,2.664376975,0.360430292,0.413608218,2.561587433,0.374150778,4.665400457,6.659957264,NaN,0.032862403,NaN
3-Aug,NaN,3.488512816,0.299155818,-0.088167649,2.543167015,0.129937991,-3.961114857,12.86100715,NaN,0.025044407,NaN
3-Sep,4.087877539,4.08787688,0.36238311,0.526856045,2.524746596,0.469029136,6.777163809,-13.02959868,NaN,0.02149983,4.087877539
3-Oct,NaN,3.412090009,0.191483575,0.06715515,2.506420131,0.206286463,-0.057915091,-4.896198843,NaN,0.011769313,NaN
3-Nov,NaN,3.198203621,0.245684221,0.638748104,2.488093666,0.616369703,6.634851022,12.14026148,NaN,-0.001845765,NaN
3-Dec,2.119982452,2.119982139,0.092827739,0.163661967,2.469767201,0.195573525,-0.665186181,-9.333908141,NaN,-0.00481383,2.119982452
4-Jan,NaN,1.327933508,-0.006528583,0.064514889,2.451639377,0.105645516,0.800583434,0.314274964,NaN,-0.003866512,NaN
4-Feb,NaN,0.467319308,0.030530671,0.463215908,2.433511554,0.304450879,5.763016493,4.007285846,NaN,-0.003461995,NaN
4-Mar,-0.130257485,-0.130257516,-0.056566467,-0.233698601,2.41538373,-0.078477635,-6.017918306,16.84387958,NaN,-0.016807957,-0.130257485
4-Apr,NaN,0.159816638,0.065989955,0.147653337,2.397427054,0.207174107,3.744297725,-16.51091472,NaN,-0.012599061,NaN
4-May,NaN,0.707984038,0.167572521,0.692918971,2.379470379,0.455385516,7.416608158,13.94432895,NaN,-0.021335538,NaN
4-Jun,0.741375249,0.741375162,-0.048218686,-0.723570483,2.361513704,-0.503034584,-10.54757189,-21.2227484,NaN,-0.013463712,0.741375249
4-Jul,NaN,1.245194331,0.191944748,0.505265457,2.343746017,0.413330082,7.793990101,10.74372668,NaN,-0.018094622,NaN
4-Aug,NaN,0.92275538,0.086962783,0.082847717,2.325978331,0.146309603,-0.022844029,-0.590592242,NaN,-0.019614561,NaN
4-Sep,1.439169734,1.439169619,0.080884874,0.150906089,2.308210645,0.329481238,0.007563159,15.51438951,NaN,-0.021952036,1.439169734
4-Oct,NaN,1.182125775,0.127683787,0.853702372,2.290786886,0.800367987,9.867155989,0.163151651,NaN,-0.024930367,NaN
4-Nov,NaN,1.19144404,0.089292349,0.381814912,2.273363127,0.561564133,1.920228222,-3.134408179,NaN,-0.029230806,NaN
4-Dec,1.811420566,1.811420583,0.23587901,0.835434567,2.255939368,0.892074305,7.822196506,13.20599002,NaN,-0.031634554,1.811420566
5-Jan,NaN,2.304613679,0.250982061,0.443960941,2.238958572,0.520194539,3.634104287,-12.39504876,NaN,-0.019517839,NaN
5-Feb,NaN,3.080058181,0.283153474,0.847805087,2.221977775,0.708816236,7.737903249,9.251864069,NaN,-0.04156323,NaN
5-Mar,2.21403313,2.214032995,0.019372713,-0.009915059,2.204996979,-0.019090657,-2.825366175,-3.792487079,NaN,-0.028143999,2.21403313
5-Apr,NaN,0.882470557,-0.081908549,0.117973352,2.188545199,0.130890333,1.393282956,5.614454768,NaN,-0.035037619,NaN
5-May,NaN,-0.510990874,-0.065211883,-0.0274195,2.172093419,0.126231111,0.25627811,-8.150307144,NaN,-0.03315973,NaN
5-Jun,-0.213944096,-0.213944137,0.093634398,0.462639183,2.155641638,0.27938998,3.881520577,37.5783955,NaN,-0.034144463,-0.213944096
5-Jul,NaN,0.884171124,0.192620266,-0.224474062,2.139881322,-0.367910811,-4.763467442,0.18203795,NaN,-0.035500945,NaN
5-Aug,NaN,2.129914088,0.246223858,0.123966083,2.124121005,-0.265161919,3.32039326,-20.08513306,NaN,-0.041948745,NaN
5-Sep,1.021847468,1.02184709,-0.183382352,-2.027729526,2.108360688,-1.480158215,-24.249007,-15.47325979,NaN,0.002315918,1.021847468
5-Oct,NaN,0.275839001,0.006118244,0.453797752,2.093380787,0.686658234,13.29672945,-2.634901153,NaN,-0.01828539,NaN
5-Nov,NaN,-0.525778434,0.045819499,1.218936733,2.078400886,1.232250628,11.83827845,15.94671848,NaN,-0.041830237,NaN
5-Dec,0.20186544,0.201865577,-0.001471349,0.91172608,2.063420985,0.783077175,5.723437807,-1.005272713,NaN,-0.042502273,0.20186544
6-Jan,NaN,1.163555211,0.246540653,0.586895383,2.04924908,0.455063951,0.674114787,25.28311818,NaN,-0.05664381,NaN
6-Feb,NaN,2.080942701,0.275166372,-0.074441551,2.035077174,0.016705413,-0.761862666,-10.70492598,NaN,-0.0606572,NaN
6-Mar,3.33770501,3.337704759,0.312719165,0.102502412,2.020905269,0.161370275,2.22880514,0.192626515,NaN,-0.053719681,3.33770501
6-Apr,NaN,2.62100646,0.067366078,0.250204068,2.007600487,0.222301374,2.989342405,-1.311138397,NaN,-0.052697291,NaN
6-May,NaN,0.914480062,-0.151465228,-0.008973281,1.994295704,-0.006374678,-0.85187862,-7.215709662,NaN,-0.033765449,NaN
6-Jun,-0.999860255,-0.999860061,-0.165865865,0.2963609,1.980990922,0.299077399,2.955840832,-0.236077605,NaN,-0.052297923,-0.999860255
6-Jul,NaN,-2.108824801,-0.209875107,-0.072566477,1.968546552,-0.007110418,-1.525645445,-3.942481417,NaN,-0.04363006,NaN
6-Aug,NaN,-1.79954159,-0.074144425,0.343327845,1.956102183,0.15061845,4.474286787,-0.868207283,NaN,-0.047187137,NaN
6-Sep,-1.342285348,-1.342285124,-0.051551749,-0.152940387,1.943657813,-0.194840884,-2.788387585,-1.03935208,NaN,-0.045915113,-1.342285348
6-Oct,NaN,-0.198821284,0.075990853,-0.171066396,1.932049784,-0.126083575,-2.203124269,2.5115248,NaN,-0.046953791,NaN
6-Nov,NaN,0.479124858,0.09534211,-0.18725855,1.920441756,0.016396937,-1.413805443,0.946808299,NaN,-0.040455795,NaN
6-Dec,1.451855646,1.451855712,0.191630965,0.886755997,1.908833727,0.71455825,11.47681255,7.168035695,NaN,-0.042444443,1.451855646
7-Jan,NaN,0.63014585,-0.129436613,-0.123072999,1.898096913,0.114632588,-5.435694587,-3.493955497,NaN,-0.047449693,NaN
7-Feb,NaN,0.243023711,-0.001438424,0.837068929,1.887360099,0.795109446,10.63740101,-4.471667324,NaN,-0.043663436,NaN
7-Mar,-0.703948482,-0.70394817,-0.045112006,0.36649977,1.876623286,0.531272447,1.857040447,3.012746213,NaN,-0.052506681,-0.703948482
7-Apr,NaN,0.211164844,0.099341641,0.715440453,1.866798605,0.602509592,7.862718392,-7.867848237,NaN,-0.0445648,NaN
7-May,NaN,0.476881615,0.064990768,0.33271518,1.856973924,0.236104482,0.067291694,9.416191973,NaN,-0.055361133,NaN
7-Jun,0.698471436,0.698471517,0.01028547,-0.052512465,1.847149243,-0.073181823,-0.368801142,-12.89239354,NaN,-0.048682122,0.698471436
7-Jul,NaN,0.32467537,0.005892604,-0.181148917,1.838231941,-0.115020659,-2.121470267,1.542496112,3.760728938,-0.049930334,NaN
7-Aug,NaN,0.263645189,0.049733223,0.100244649,1.82931464,0.071635694,2.179318773,4.210800699,1.478728938,-0.045059313,NaN
7-Sep,0.581602827,0.581602768,0.089774865,0.247585135,1.820397339,0.181795933,2.123555626,-1.262906567,2.829028938,-0.050226144,0.581602827
7-Oct,NaN,0.74582928,0.046949232,-0.248912427,1.812345111,-0.062132859,-4.379044795,3.01105699,4.956631186,-0.040142616,NaN
7-Nov,NaN,1.08661609,0.134929926,0.408073536,1.804292884,0.332649098,6.192530356,0.92117629,2.628033434,-0.03593178,NaN
7-Dec,0.634932112,0.634932083,-0.023146137,-0.030104899,1.796240657,-0.08469864,-0.779049193,-19.05622254,4.103135682,-0.028042081,0.634932112
8-Jan,NaN,-0.274250653,-0.180346452,-0.142087064,1.789092678,-0.227511207,-2.38968495,-2.166672379,5.099127345,-0.034268575,NaN
8-Feb,NaN,-2.123011678,-0.327260331,-0.522204604,1.781944699,-0.664927271,-5.082764359,-14.87003831,4.475519007,-0.02835505,NaN
8-Mar,-3.407843637,-3.407843571,-0.344354111,-0.650460965,1.774796721,-0.873174641,-4.760309027,-2.378882394,2.69581067,-0.017790521,-3.407843637
8-Apr,NaN,-3.102180194,-0.103930607,-0.878063023,1.768606765,-0.837942339,-8.720624564,-4.360854936,1.776419412,-0.019952769,NaN
8-May,NaN,-1.450954608,0.085546066,-0.864200338,1.76241681,-0.639302346,-7.838044139,2.996437958,0.395328154,-0.015870321,NaN
8-Jun,0.52642897,0.526428457,0.149991656,-0.563223682,1.756226855,-0.819792785,-3.308059506,-12.19610263,-2.181463104,-0.005064987,0.52642897
8-Jul,NaN,1.11198635,0.042458866,-0.754741092,1.751027637,-1.354655549,-6.331145822,-14.08571864,0.956343402,0.004435158,NaN
8-Aug,NaN,-0.418128269,-0.296982589,-1.846267947,1.745828419,-2.324637672,-19.4935305,-8.079983554,-3.092550092,0.026983768,NaN
8-Sep,-3.853772713,-3.85377316,-0.708919567,-3.922137632,1.740629201,-3.221150643,-41.620326,-20.09302621,-5.331643586,0.047370146,-3.853772713
8-Oct,NaN,-6.222482993,-0.549718592,-0.683724749,1.736404518,-1.071365304,10.2836421,-30.96709308,-11.7988149,0.054285617,NaN
8-Nov,NaN,-8.858845808,-0.956073292,-1.695719269,1.732179836,-2.283608839,-16.32983044,-26.74231557,-14.6792862,0.083809639,NaN
8-Dec,-10.55707239,-10.55707202,-1.133476119,-2.832657793,1.727955154,-3.164945778,-29.8171545,-17.04926276,-16.02695751,0.112599304,-10.55707239
9-Jan,NaN,-11.60341612,-0.811304618,-3.180429798,1.724580429,-3.034604944,-30.63678056,13.29574055,-18.49311261,0.119127346,NaN
9-Feb,NaN,-9.482900579,-0.425944407,-2.024987278,1.721205705,-2.20023991,-8.473200857,-10.21783789,-16.2175677,0.165218516,NaN
9-Mar,-6.408112363,-6.408112385,-0.364779071,-2.279825927,1.717830981,-2.344996134,-19.91989974,-20.86874956,-15.31052279,0.176495513,-6.408112363
9-Apr,NaN,-3.853619606,-0.172681423,-1.178316055,1.715206403,-1.442376532,-9.879098244,3.584472074,-12.87628577,0.15539891,NaN
9-May,NaN,-3.145630975,-0.24894725,-1.300644988,1.712581824,-1.234892815,-12.95541527,7.670356331,-10.82854874,0.144927551,NaN
9-Jun,-2.387483279,-2.387483235,-0.175242136,-0.744396396,1.709957246,-0.271913987,-4.594270039,9.084769151,-5.407811717,0.136450952,-2.387483279
9-Jul,NaN,-1.972753746,-0.068999051,0.831965167,1.708081138,1.132748776,12.90568451,1.550959077,-5.10247623,0.116811195,NaN
9-Aug,NaN,-0.940975939,0.008997202,1.404539589,1.70620503,1.461114927,12.74348503,16.42976739,-5.361740743,0.112918278,NaN
9-Sep,-0.259222521,-0.259221977,-0.004803645,1.022327553,1.704328922,0.968511063,8.96873278,-31.95090946,-2.879805257,0.106817699,-0.259222521
9-Oct,NaN,0.730731714,0.178489372,0.657216164,1.703169767,0.60641022,2.807761314,6.454741926,1.261115464,0.092963327,NaN
9-Nov,NaN,1.682546127,0.246950805,0.476728216,1.702010612,0.569448572,4.082993705,4.45216615,2.424636185,0.072765762,NaN
9-Dec,2.548346606,2.548346806,0.211646524,0.298928681,1.700851457,0.584401042,3.10105854,4.219008847,1.165656906,0.069239346,2.548346606
10-Jan,NaN,2.309978528,0.118897302,1.09113723,1.700279492,1.044041246,12.76066257,-2.2419896,3.524923486,0.065212892,NaN
10-Feb,NaN,1.080431643,-0.060435916,0.620882291,1.699707528,0.698414398,3.240964433,3.319144179,4.558390065,0.069114978,NaN
10-Mar,0.296093903,0.296094328,0.015562196,0.934497699,1.699135563,1.041548401,8.216774658,24.13747816,5.074556645,0.058971173,0.296093903
10-Apr,NaN,0.197898244,0.094348281,0.581990917,1.698932808,0.83578631,3.846066423,8.711759819,2.238306396,0.057331795,NaN
10-May,NaN,1.576015563,0.284093414,1.36540617,1.698730054,1.293283557,15.86601008,-10.79825262,4.989456148,0.052635605,NaN
10-Jun,2.153682171,2.153682347,0.159978892,0.493413082,1.698527299,0.628569731,1.720932235,-2.409495551,2.243305899,0.054762197,2.153682171
10-Jul,NaN,2.459723241,0.170858505,0.530473423,1.698092121,0.593574747,4.413047968,-0.280140618,1.549802921,0.05424873,NaN
10-Aug,NaN,1.706970384,0.0959052,0.370848182,1.697656943,0.271660943,3.426712929,4.376047373,1.540099944,0.064215489,NaN
10-Sep,1.383461063,1.383461112,0.079101574,0.271730012,1.697221765,0.162624881,2.100451587,5.846882053,2.560996966,0.050953086,1.383461063
10-Oct,NaN,0.764229155,0.016050516,-0.156650559,1.696453512,-0.071936592,-3.421013131,7.578631051,2.138544014,0.047673532,NaN
10-Nov,NaN,0.497035987,0.029106908,-0.026753041,1.69568526,0.178623577,-0.114411138,9.351396164,1.206491061,0.033845244,NaN
10-Dec,0.378082679,0.378082843,0.049363288,0.794697715,1.694917007,0.616823014,10.87491605,-0.477748434,-0.240061892,0.031224867,0.378082679
11-Jan,NaN,-0.866899062,-0.295194961,0.050497617,1.6942257,-0.064572043,-2.869030462,4.428409137,3.864290943,0.036557625,NaN
11-Feb,NaN,-2.241944741,-0.314654512,-0.360443182,1.693534393,-0.146018012,-5.998850803,4.738782098,4.744643778,0.020502258,NaN
11-Mar,-2.657670038,-2.657669545,-0.054567913,0.678476693,1.692843086,0.513575952,11.6914801,3.751198694,3.460796613,0.023527862,-2.657670038
11-Apr,NaN,-1.460494193,0.004098877,-0.219313787,1.692423413,-0.166229688,-4.792994303,-0.721621407,3.760174613,0.033048416,NaN
11-May,NaN,0.331458537,0.13333367,0.092757838,1.692003739,0.164019905,1.231623089,-5.501267443,3.102652612,0.034700325,NaN
11-Jun,1.011465237,1.011465429,0.11543381,0.233973373,1.691584066,0.370434417,2.343910875,7.536168275,2.250830611,0.032467298,1.011465237
11-Jul,NaN,0.650692216,-0.086094426,0.465977979,1.691663101,0.535163321,5.742400481,-5.161311261,2.823449063,0.02911326,NaN
11-Aug,NaN,-0.470049689,-0.146851806,0.714050975,1.691742136,0.618317675,6.572363704,-1.54339455,4.890867514,0.026499498,NaN
11-Sep,-1.846919888,-1.846919455,-0.228783632,0.037913147,1.691821171,0.154945025,-1.616342804,7.006152194,1.863385966,0.031439667,-1.846919888
11-Oct,NaN,-0.955886282,0.136663867,0.619481857,1.692548754,0.548003259,6.932890673,5.843358797,-2.450808244,0.02193008,NaN
11-Nov,NaN,0.509115449,0.219398627,0.167227582,1.693276336,0.348790025,-0.170805029,0.918953027,0.919297545,0.013276216,NaN
11-Dec,2.767732176,2.767732079,0.335870526,0.48428506,1.694003918,0.573582324,5.244226036,-1.440781636,2.812603335,0.00570073,2.767732176
12-Jan,NaN,3.364616407,0.285884949,0.679293691,1.695571412,0.579612428,6.431150915,7.887123442,2.797490813,0.005675453,NaN
12-Feb,NaN,3.07384074,0.14670471,0.47751696,1.697138907,0.345101109,2.695583872,9.917502044,2.702578291,-0.004057039,NaN
12-Mar,1.559677538,1.559677409,-0.042670307,-0.365026862,1.698706401,-0.120849021,-6.645344495,0.033345094,3.529565769,-0.001909599,1.559677538
12-Apr,NaN,0.542587509,0.031612474,0.423313843,1.701191425,0.399928237,8.482774664,-7.801962043,0.485576156,0.008255604,NaN
12-May,NaN,-0.001903508,0.010581956,0.203544834,1.703676449,0.238221343,1.169219404,-1.67255621,0.689886543,0.002465938,NaN
12-Jun,0.113134896,0.113134958,-0.013910691,-0.00648618,1.706161473,-0.011035252,-0.836957352,-11.85859244,-1.531003069,0.005853447,0.113134896
12-Jul,NaN,-0.023914442,-0.002649876,0.214092778,1.70950614,-0.016659407,1.984000217,4.076607006,-1.248298815,0.001746669,NaN
12-Aug,NaN,-0.591998425,-0.13143904,-0.426982239,1.712850807,-0.416095734,-5.597146189,5.230705757,-1.032294561,0.002522871,NaN
12-Sep,-1.017274533,-1.017274326,-0.120229666,-0.276201487,1.716195474,-0.115374298,-1.426161808,2.733459386,-1.887190306,0.007420447,-1.017274533
12-Oct,NaN,-1.530499543,-0.13095618,0.154073426,1.720376933,0.265569951,2.995435362,-4.484944815,-2.685964364,-0.001789968,NaN
12-Nov,NaN,-1.526123103,-0.13034493,0.431095133,1.724558391,0.29825598,4.742986007,5.306932322,0.394861579,0.019585429,NaN
12-Dec,-1.289628691,-1.289628344,-0.061105976,0.376985716,1.728739849,0.338780115,2.012466034,3.182466105,2.710987522,-0.008081044,-1.289628691
13-Jan,NaN,-0.456319152,0.077371118,0.068448074,1.733778342,0.209063554,-1.354193877,4.979832038,1.595756125,-0.012207423,NaN
13-Feb,NaN,0.811117748,0.186514295,0.381492406,1.738816834,0.399508962,5.03977381,6.156673188,-1.431175272,-0.011623782,NaN
13-Mar,1.71232826,1.712328313,0.164196665,0.394087996,1.743855327,0.343526174,4.206475381,-7.349294645,1.883893331,-0.012022238,1.71232826
13-Apr,NaN,1.273277641,-0.03239155,0.01461337,1.749770145,0.001385435,-1.642852641,-4.787534693,1.80262038,-0.015626248,NaN
13-May,NaN,0.075549198,-0.112917816,0.04047699,1.755684964,-0.024638778,0.124247952,3.56966641,-0.21375257,-0.015616611,NaN
13-Jun,-1.204447107,-1.204446996,-0.155802383,-0.0123162,1.761599782,-0.080145907,0.763856918,-0.702421813,-3.675725521,-0.018052678,-1.204447107
13-Jul,NaN,-1.427883408,-0.088250653,-0.304139408,1.768355955,-0.119588698,-4.336701892,3.855981398,2.518072034,-0.017076645,NaN
13-Aug,NaN,-0.362431781,0.153445091,0.396912183,1.775112127,0.470761713,6.120570588,-7.697535313,1.986769589,-0.025319652,NaN
13-Sep,1.372276803,1.372276765,0.277874754,0.609666868,1.781868299,0.585993136,5.801933287,-1.977739653,-1.057032856,-0.038030409,1.372276803
13-Oct,NaN,2.364761144,0.159870442,-0.050489605,1.789341378,-0.054276892,-2.594858872,2.209306276,1.222944823,-0.008100036,NaN
13-Nov,NaN,2.307622417,0.139160409,0.222160668,1.796814456,0.134736443,2.181428877,-1.391210934,1.371422502,-0.028661007,NaN
13-Dec,1.030328892,1.030328963,-0.04144861,0.12688814,1.804287534,0.044627673,1.323836184,2.269202121,1.352100181,-0.017239758,1.030328892
14-Jan,NaN,-1.246925004,-0.40944305,-0.429697413,1.812325775,-0.16217553,-4.887170433,-17.78290531,-1.705533691,-0.030059286,NaN
14-Feb,NaN,-2.868649922,-0.266270821,0.602639278,1.820364016,0.67594016,8.030496807,13.5669421,1.555432437,-0.024953987,NaN
14-Mar,-3.231298477,-3.231297892,-0.132110602,0.981595786,1.828402257,0.903771164,10.69267134,8.235530916,0.984498565,-0.035024437,-3.231298477
14-Apr,NaN,-1.061695806,0.132957471,0.417877363,1.836934982,0.492445567,-0.357030457,6.919673383,1.583561213,-0.033229632,NaN
14-May,NaN,1.267334639,0.315986791,0.454627251,1.845467708,0.470742931,3.66186411,-2.509509174,2.112523861,-0.039602928,NaN
14-Jun,3.249815098,3.24981489,0.36350946,0.286305029,1.854000433,0.241091239,2.935218801,-0.862419855,0.485686509,-0.040029533,3.249815098
14-Jul,NaN,4.099688235,0.345425808,0.231396965,1.862987365,0.143226054,2.15754995,-2.197118823,0.143754461,-0.048170648,NaN
14-Aug,NaN,3.625234773,0.197373425,-0.122071854,1.871974297,-0.055933093,-3.403350355,6.445928935,4.247522413,-0.048385129,NaN
14-Sep,2.751951613,2.751951154,0.145188556,0.22871575,1.880961229,0.232422922,2.830117221,-5.043595683,3.939390365,-0.052981821,2.751951613
14-Oct,NaN,1.271227812,-0.024755028,-0.068215223,1.890332838,0.164686125,-1.056564093,1.141017286,0.977974039,-0.057672147,NaN
14-Nov,NaN,0.590485671,0.02718789,0.527367209,1.899704447,0.358627696,6.711289351,3.234490145,-1.908942287,-0.056180756,NaN
14-Dec,-0.117122319,-0.117122615,-0.031713515,0.062088229,1.909076056,-0.229328089,-1.769477231,-5.796967297,0.772441387,-0.060768219,-0.117122319
15-Jan,NaN,0.214656081,0.058189646,-0.787598461,1.918740236,-0.842756419,-10.07943988,-2.297221985,1.042653741,-0.05985773,NaN
15-Feb,NaN,0.516002011,0.102524372,-1.010743936,1.928404417,-1.030641289,-8.434975759,-7.685341513,1.470466095,-0.050947122,NaN
15-Mar,1.302027625,1.302026869,0.164792699,-0.607114263,1.938068597,-0.849375077,-5.14889573,11.97243703,-0.27422155,-0.06221293,1.302027625
15-Apr,NaN,1.188182765,0.02972862,-0.900620877,1.947913716,-0.978902421,-8.422089765,-2.598691708,-1.394764096,-0.061690935,NaN
15-May,NaN,0.904324251,0.031559743,-0.709629681,1.957758836,-0.642595772,-6.537750842,2.267706018,-0.595406642,-0.070255359,NaN
15-Jun,0.345699641,0.345699061,0.025136402,-0.548218342,1.967603955,-0.36891757,-5.259443117,-4.218807921,-0.520049188,-0.070032791,0.345699641
15-Jul,NaN,0.520901306,0.073529181,0.353156843,1.977554409,0.244220217,6.761623064,2.997755116,0.056374202,-0.067697985,NaN
15-Aug,NaN,0.049364292,-0.08632451,-0.218778929,1.987504863,-0.32276564,-4.537084549,-2.72956864,-0.854802407,-0.069802567,NaN
15-Sep,-0.706051527,-0.706051763,-0.163717612,-0.413811739,1.997455317,-0.674954397,-5.4230816,-5.562876007,0.315820983,-0.073234069,-0.706051527
15-Oct,NaN,-1.66750663,-0.166834535,-0.687725181,2.007458848,-0.906418313,-6.243867164,-8.150624079,1.532136586,-0.075599842,NaN
15-Nov,NaN,-1.948653507,-0.156611229,-1.096612288,2.017462379,-1.046163128,-10.37739831,0.219120556,-0.875547812,-0.075266876,NaN
15-Dec,-1.442955797,-1.442956094,-0.037293259,-0.923192768,2.027465911,-0.742327912,-8.376421284,2.372261122,-0.106532209,-0.074602414,-1.442955797
16-Jan,NaN,-0.090072389,0.171386391,0.185923225,2.03745942,-0.07420911,6.416613164,-10.88263671,0.790308424,-0.06975005,NaN
16-Feb,NaN,0.567360772,0.007747061,-0.434153907,2.04745293,-0.623103255,-7.737149509,10.25222624,-1.215150943,-0.078566629,NaN
16-Mar,0.292357526,0.292357192,-0.106044154,-0.895302834,2.05744644,-0.828633692,-10.73812691,-11.28629575,-0.24171031,-0.081650393,0.292357526
16-Apr,NaN,-0.801737277,-0.102137227,-0.218919957,2.067313939,-0.254043384,1.847182901,-3.899279083,-1.741804073,-0.080214935,NaN
16-May,NaN,-1.385657081,-0.13823289,-0.416454185,2.077181439,-0.268678111,-3.66695725,-1.121269007,-0.661097835,-0.074818007,NaN
16-Jun,-0.879318813,-0.879318858,0.020540402,0.338300002,2.087048939,0.282283709,3.742229041,5.129481164,1.962908403,-0.081167896,-0.879318813
16-Jul,NaN,-0.207231679,0.065884568,0.204203389,2.096688365,0.078961387,0.644757323,-5.694411889,2.270729906,-0.085430825,NaN
16-Aug,NaN,0.356101043,0.002600291,-0.248563812,2.106327792,-0.334418386,-3.66667804,-4.106472897,2.826751409,-0.083587333,NaN
16-Sep,0.281296335,0.281296186,0.001839188,-0.299026554,2.115967219,-0.369943887,-3.015627833,-0.275340095,-0.550727088,-0.091608165,0.281296335
16-Oct,NaN,-0.041038959,-0.014699218,-0.195506273,2.125372999,-0.262622556,-0.806475124,-2.891713953,0.743469894,-0.089176756,NaN
16-Nov,NaN,-0.364984662,-0.078386135,-0.607220574,2.13477878,-0.419048168,-6.989373288,-6.236636149,0.781966876,-0.095748268,NaN
16-Dec,-0.161551049,-0.16155112,0.052697573,0.413132645,2.14418456,0.151036124,6.493655736,7.628837514,0.157763858,-0.09224513,-0.161551049
