a1_1_1,a1_2_1,a1_3_1,a1_1_2,a1_2_2,a1_3_2,a1_1_3,a1_2_3,a1_3_3,a12,a21,b12,c12,b21,c21,c_1_1_sync_1,c_1_1_sync_2,c_2_1_sync_1,c_2_1_sync_2,c_3_1_sync_1,c_3_1_sync_2,a0_1_1_sync_1,a0_1_1_sync_2,a0_2_1_sync_1,a0_2_1_sync_2,a0_3_1_sync_1,a0_3_1_sync_2,a0_1_2_sync_1,a0_1_2_sync_2,a0_2_2_sync_1,a0_2_2_sync_2,a0_3_2_sync_1,a0_3_2_sync_2,a0_1_3_sync_1,a0_1_3_sync_2,a0_2_3_sync_1,a0_2_3_sync_2,a0_3_3_sync_1,a0_3_3_sync_2,s_1_1_sync_1,s_1_1_sync_2,s_2_2_sync_1,s_2_2_sync_2,s_3_3_sync_1,s_3_3_sync_2
0.8672,-0.1811,0.0407,0.0258,0.4442,-0.0263,-0.0506,0.0892,1.0125,2.5808,1.1008,0.3315,0.382,0.1756,0.2383,-0.0518,0.1736,0.0014,0.0132,-0.012,-0.0438,1,1,-0.1089,-0.0405,0.0658,-0.0237,0,0,1,1,0.2016,0.2095,0,0,0,0,1,1,0.3706,1.1354,0.4557,0.9068,0.2234,0.8911
0.83,-0.26,-0.01,-0.03,0.38,-0.06,-0.07,0.06,1,2.25,0.68,0.13,0.13,0.05,0.07,-0.09,-0.02,-0.04,-0.16,-0.03,-0.18,1,1,-0.19,-0.13,0.02,-0.1,0,0,1,1,0.16,0.09,0,0,0,0,1,1,0.35,1.01,0.43,0.81,0.21,0.79
0.9,-0.1,0.09,0.08,0.5,0.01,-0.03,0.11,1.03,2.94,1.54,0.59,0.75,0.37,0.49,-0.02,0.38,0.04,0.18,0.01,0.03,1,1,-0.02,0.05,0.11,0.05,0,0,1,1,0.24,0.33,0,0,0,0,1,1,0.4,1.28,0.49,1.03,0.24,1.01
