a1_1_1,a1_2_1,a1_3_1,a1_1_2,a1_2_2,a1_3_2,a1_1_3,a1_2_3,a1_3_3,a12,a21,b12,c12,b21,c21,c_1_1_sync_1,c_1_1_sync_2,c_2_1_sync_1,c_2_1_sync_2,c_3_1_sync_1,c_3_1_sync_2,a0_1_1_sync_1,a0_1_1_sync_2,a0_2_1_sync_1,a0_2_1_sync_2,a0_3_1_sync_1,a0_3_1_sync_2,a0_1_2_sync_1,a0_1_2_sync_2,a0_2_2_sync_1,a0_2_2_sync_2,a0_3_2_sync_1,a0_3_2_sync_2,a0_1_3_sync_1,a0_1_3_sync_2,a0_2_3_sync_1,a0_2_3_sync_2,a0_3_3_sync_1,a0_3_3_sync_2,s_1_1_sync_1,s_1_1_sync_2,s_2_2_sync_1,s_2_2_sync_2,s_3_3_sync_1,s_3_3_sync_2
0.8692,-0.1813,0.0375,0.0269,0.4397,-0.0255,-0.0505,0.0895,1.0118,2.5996,1.0784,0.3535,0.4209,0.2029,0.2804,-0.0501,0.1697,0.0023,0.0202,-0.0097,-0.0932,1,1,-0.1112,-0.0382,0.0613,-0.0323,0,0,1,1,0.2008,0.2185,0,0,0,0,1,1,0.3734,1.1593,0.46,0.9252,0.2262,0.9124
0.84,-0.26,-0.01,-0.03,0.38,-0.06,-0.07,0.07,1,2.27,0.66,0.16,0.17,0.08,0.11,-0.08,-0.02,-0.04,-0.15,-0.03,-0.23,1,1,-0.2,-0.13,0.01,-0.11,0,0,1,1,0.16,0.1,0,0,0,0,1,1,0.35,1.04,0.43,0.83,0.21,0.81
0.9,-0.1,0.08,0.08,0.5,0.01,-0.03,0.11,1.03,2.96,1.52,0.61,0.79,0.4,0.54,-0.01,0.37,0.04,0.19,0.01,-0.02,1,1,-0.03,0.05,0.11,0.04,0,0,1,1,0.24,0.34,0,0,0,0,1,1,0.4,1.31,0.49,1.04,0.24,1.03
