a1_1_1,a1_2_1,a1_3_1,a1_1_2,a1_2_2,a1_3_2,a1_1_3,a1_2_3,a1_3_3,a12,a21,b12,c12,b21,c21,c_1_1_sync_1,c_1_1_sync_2,c_2_1_sync_1,c_2_1_sync_2,c_3_1_sync_1,c_3_1_sync_2,a0_1_1_sync_1,a0_1_1_sync_2,a0_2_1_sync_1,a0_2_1_sync_2,a0_3_1_sync_1,a0_3_1_sync_2,a0_1_2_sync_1,a0_1_2_sync_2,a0_2_2_sync_1,a0_2_2_sync_2,a0_3_2_sync_1,a0_3_2_sync_2,a0_1_3_sync_1,a0_1_3_sync_2,a0_2_3_sync_1,a0_2_3_sync_2,a0_3_3_sync_1,a0_3_3_sync_2,s_1_1_sync_1,s_1_1_sync_2,s_2_2_sync_1,s_2_2_sync_2,s_3_3_sync_1,s_3_3_sync_2
0.8651,-0.196,-0.0999,-0.0081,0.4296,0.4443,0.0044,0.0156,0,1.8339,1.0259,0.6485,0.4624,0.2314,0.4762,-0.103,0.2224,0.0222,0.0002,0.2095,-0.0387,1,1,-0.1313,-0.0129,-0.0347,-0.0542,0,0,1,1,-2.0869,-2.7139,0,0,0,0,1,1,0.2916,1.0365,0.4467,0.8478,1.6259,2.9792
0.83,-0.28,-0.2,-0.06,0.36,0.23,-0.01,-0,0,1.43,0.62,0.33,0.24,0.1,0.23,-0.14,0.08,-0.04,-0.11,0.06,-0.31,1,1,-0.23,-0.12,-0.24,-0.23,0,0,1,1,-2.41,-3.1,0,0,0,0,1,1,0.27,0.94,0.42,0.78,1.51,2.74
0.9,-0.1,0.01,0.05,0.5,0.69,0.02,0.04,0,2.17,1.37,1.08,0.67,0.43,0.79,-0.06,0.35,0.08,0.11,0.38,0.19,1,1,-0.01,0.08,0.15,0.12,0,0,1,1,-1.78,-2.37,0,0,0,0,1,1,0.32,1.14,0.48,0.92,1.75,3.27
