a1_1_1,a1_2_1,a1_3_1,a1_1_2,a1_2_2,a1_3_2,a1_1_3,a1_2_3,a1_3_3,a12,a21,b12,c12,b21,c21,c_1_1_sync_1,c_1_1_sync_2,c_2_1_sync_1,c_2_1_sync_2,c_3_1_sync_1,c_3_1_sync_2,a0_1_1_sync_1,a0_1_1_sync_2,a0_2_1_sync_1,a0_2_1_sync_2,a0_3_1_sync_1,a0_3_1_sync_2,a0_1_2_sync_1,a0_1_2_sync_2,a0_2_2_sync_1,a0_2_2_sync_2,a0_3_2_sync_1,a0_3_2_sync_2,a0_1_3_sync_1,a0_1_3_sync_2,a0_2_3_sync_1,a0_2_3_sync_2,a0_3_3_sync_1,a0_3_3_sync_2,s_1_1_sync_1,s_1_1_sync_2,s_2_2_sync_1,s_2_2_sync_2,s_3_3_sync_1,s_3_3_sync_2
0.8599,-0.202,-0.0809,0.0026,0.4367,0.4741,0.0028,0.0147,0,1.7149,0.9314,0.7275,0.4741,0.2253,0.4348,-0.1134,0.2192,0.024,0.0318,0.167,0.0889,1,1,-0.1384,-0.0174,0.0007,-0.0277,0,0,1,1,-1.9951,-2.798,0,0,0,0,1,1,0.2841,0.9985,0.4417,0.8229,1.617,2.9383
0.83,-0.29,-0.18,-0.05,0.37,0.26,-0.01,-0,0,1.31,0.53,0.4,0.26,0.1,0.19,-0.15,0.08,-0.03,-0.08,0.02,-0.18,1,1,-0.23,-0.13,-0.21,-0.2,0,0,1,1,-2.32,-3.19,0,0,0,0,1,1,0.26,0.9,0.41,0.75,1.5,2.7
0.89,-0.11,0.03,0.06,0.51,0.72,0.02,0.04,0,2.05,1.28,1.16,0.68,0.42,0.75,-0.07,0.35,0.08,0.14,0.34,0.32,1,1,-0.02,0.08,0.19,0.15,0,0,1,1,-1.69,-2.46,0,0,0,0,1,1,0.31,1.11,0.47,0.9,1.74,3.23
