a1_1_1,a1_2_1,a1_3_1,a1_1_2,a1_2_2,a1_3_2,a1_1_3,a1_2_3,a1_3_3,a12,a21,b12,c12,b21,c21,c_1_1_sync_1,c_1_1_sync_2,c_2_1_sync_1,c_2_1_sync_2,c_3_1_sync_1,c_3_1_sync_2,a0_1_1_sync_1,a0_1_1_sync_2,a0_2_1_sync_1,a0_2_1_sync_2,a0_3_1_sync_1,a0_3_1_sync_2,a0_1_2_sync_1,a0_1_2_sync_2,a0_2_2_sync_1,a0_2_2_sync_2,a0_3_2_sync_1,a0_3_2_sync_2,a0_1_3_sync_1,a0_1_3_sync_2,a0_2_3_sync_1,a0_2_3_sync_2,a0_3_3_sync_1,a0_3_3_sync_2,s_1_1_sync_1,s_1_1_sync_2,s_2_2_sync_1,s_2_2_sync_2,s_3_3_sync_1,s_3_3_sync_2
0.8624,-0.1917,-0.0035,-0.0029,0.423,-1.485,0.0034,0.02,0.773,1.802,0.8515,0.6958,0.4614,0.3107,0.4411,-0.1058,0.2294,0.039,-0.0023,0.0626,0.0163,1,1,-0.1343,-0.0158,0.0297,-0.0655,0,0,1,1,-1.9137,-2.516,0,0,0,0,1,1,0.3006,1.0269,0.4596,0.8336,1.0174,2.0118
0.83,-0.27,-0.2,-0.07,0.34,-1.68,-0.01,0,0.73,1.38,0.38,0.34,0.19,0.13,0.18,-0.15,0.08,-0.02,-0.14,0.02,0.02,1,1,-0.23,-0.11,-0.19,-0.26,0,0,1,1,-2.12,-2.79,0,0,0,0,1,1,0.27,0.93,0.43,0.75,0.94,1.82
0.9,-0.11,0.18,0.06,0.5,-1.29,0.02,0.04,0.82,2.23,1.34,1.12,0.85,0.56,0.81,-0.07,0.39,0.1,0.14,0.16,0.02,1,1,-0.04,0.07,0.24,0.14,0,0,1,1,-1.69,-2.24,0,0,0,0,1,1,0.33,1.15,0.49,0.93,1.1,2.24
