a1_1_1,a1_2_1,a1_3_1,a1_1_2,a1_2_2,a1_3_2,a1_1_3,a1_2_3,a1_3_3,a12,a21,b12,c12,b21,c21,c_1_1_sync_1,c_1_1_sync_2,c_2_1_sync_1,c_2_1_sync_2,c_3_1_sync_1,c_3_1_sync_2,a0_1_1_sync_1,a0_1_1_sync_2,a0_2_1_sync_1,a0_2_1_sync_2,a0_3_1_sync_1,a0_3_1_sync_2,a0_1_2_sync_1,a0_1_2_sync_2,a0_2_2_sync_1,a0_2_2_sync_2,a0_3_2_sync_1,a0_3_2_sync_2,a0_1_3_sync_1,a0_1_3_sync_2,a0_2_3_sync_1,a0_2_3_sync_2,a0_3_3_sync_1,a0_3_3_sync_2,s_1_1_sync_1,s_1_1_sync_2,s_2_2_sync_1,s_2_2_sync_2,s_3_3_sync_1,s_3_3_sync_2
0.8623,-0.193,-0.0102,-0,0.4212,-1.489,0.0035,0.0202,0.7737,1.813,0.8419,0.6894,0.4723,0.3112,0.4561,-0.1065,0.2287,0.037,-0.0011,0.0634,0.0165,1,1,-0.1365,-0.0197,0.0232,-0.0711,0,0,1,1,-1.9153,-2.526,0,0,0,0,1,1,0.2998,1.0307,0.4601,0.8335,1.0167,2.0203
0.83,-0.27,-0.21,-0.06,0.34,-1.69,-0.01,0,0.73,1.4,0.38,0.34,0.19,0.13,0.2,-0.15,0.07,-0.02,-0.15,0.02,0.02,1,1,-0.23,-0.11,-0.2,-0.28,0,0,1,1,-2.11,-2.79,0,0,0,0,1,1,0.27,0.93,0.43,0.76,0.93,1.83
0.9,-0.11,0.19,0.06,0.5,-1.29,0.02,0.04,0.82,2.26,1.31,1.1,0.91,0.56,0.84,-0.07,0.39,0.1,0.13,0.16,0.02,1,1,-0.03,0.07,0.25,0.13,0,0,1,1,-1.71,-2.26,0,0,0,0,1,1,0.33,1.15,0.5,0.93,1.1,2.25
