dates,data_rs,data_ip,data_neo,data_gdp,data_uclaims
2006m1,26.55481644,1.413816755,NaN,NaN,0.196885776
2006m2,-9.447386273,0.049868995,NaN,NaN,0.193008543
2006m3,1.436007666,2.469483233,NaN,5.286066011,0.200082221
2006m4,-0.080856177,4.803402611,NaN,NaN,0.201218179
2006m5,-5.998526372,-1.207909369,NaN,NaN,0.220263588
2006m6,0.968006754,4.601960066,NaN,0.933708346,0.201844682
2006m7,-2.750368145,-0.440213206,NaN,NaN,0.210600025
2006m8,0.311934902,4.70919207,NaN,NaN,0.207130428
2006m9,0.128819018,-2.435710095,NaN,0.618053435,0.208489932
2006m10,3.66892029,-0.686412807,NaN,NaN,0.207509816
2006m11,2.093428181,-1.152740101,NaN,NaN,0.214066375
2006m12,8.303879968,12.41467087,NaN,3.393029333,0.212136291
2007m1,-2.36763858,-6.258015132,NaN,NaN,0.207157969
2007m2,-3.354877764,12.03506647,NaN,NaN,0.210971154
2007m3,4.120008416,2.613296671,NaN,0.940865026,0.202154837
2007m4,-6.768845009,8.405598315,NaN,NaN,0.210089546
2007m5,10.50693623,0.583311337,58.472,NaN,0.199286042
2007m6,-11.80990827,0.338603854,50.3453,2.284950906,0.205957881
2007m7,2.618011103,-0.447666115,52.687,NaN,0.204666327
2007m8,5.279345404,2.670894358,50.405,NaN,0.209494007
2007m9,-0.201332148,4.636130477,51.7553,2.167203727,0.204283833
2007m10,4.067062339,-5.077238082,53.9025,NaN,0.214286181
2007m11,1.971612571,7.046312359,51.5935,NaN,0.218415835
2007m12,-18.01135533,0.135561362,53.0882,2.424008025,0.226224353
2008m1,-1.125830891,-3.237147389,54.1035,NaN,0.219877583
2008m2,-13.83322255,-4.032967314,53.4992,NaN,0.22567083
2008m3,-1.346092353,-2.843225295,51.7388,-2.305430398,0.236115082
2008m4,-3.33050653,-9.123484841,50.8385,NaN,0.233792247
2008m5,4.024344729,-6.780161075,49.4765,NaN,0.237714108
2008m6,-11.1706375,-2.818035314,46.9188,2.060233571,0.248358855
2008m7,-13.06125861,-6.367812892,50.0755,NaN,0.257656876
2008m8,-7.056528628,-18.49841222,46.0455,NaN,0.280003363
2008m9,-19.07057639,-53.20393911,43.8253,-2.17130492,0.300187617
2008m10,-35.58788266,11.35997263,37.3768,NaN,0.30685839
2008m11,-25.71907842,-15.17773333,34.515,NaN,0.336137714
2008m12,-16.02563195,-35.60594751,33.186,-8.750259684,0.364682681
2009m1,14.32095764,-28.84471888,30.7383,NaN,0.370922768
2009m2,-9.191034528,-7.763867567,33.0323,NaN,0.416725983
2009m3,-19.84035992,-19.17995298,33.9578,-4.516179356,0.427715025
2009m4,4.615449675,-9.615123717,36.4103,NaN,0.406287012
2009m5,8.703921903,-12.15709594,38.4763,NaN,0.395484242
2009m6,10.12092269,-4.694380497,43.9153,-0.576374056,0.386676233
2009m7,2.590730185,13.13179663,44.2387,NaN,0.36666192
2009m8,17.47315607,13.37524501,43.9975,NaN,0.362394447
2009m9,-30.90390321,9.046126026,46.4975,1.453799284,0.355919312
2009m10,7.506270145,3.834985061,50.6562,NaN,0.341648026
2009m11,5.508216343,4.762280731,51.8375,NaN,0.321033546
2009m12,5.279581014,3.65668943,50.5963,4.369582707,0.317090216
2010m1,-0.376882058,13.83840209,52.973,NaN,0.312605874
2010m2,3.214768265,4.309749583,54.0239,NaN,0.316050074
2010m3,26.36193897,7.869869637,54.5575,1.536165424,0.305448381
2010m4,8.699115605,4.453530415,51.7383,NaN,0.303320355
2010m5,-10.35519691,17.38218087,54.5065,NaN,0.298135517
2010m6,0.88352777,1.780232753,51.7774,3.671214288,0.299773461
2010m7,-0.714134547,5.247737681,51.1001,NaN,0.298781321
2010m8,5.561943409,3.678349645,51.1066,NaN,0.308269408
2010m9,6.615695183,2.757673443,52.1437,2.938028615,0.294528333
2010m10,9.852039621,-3.185308468,51.7363,NaN,0.290819149
2010m11,9.520772999,0.345651916,50.8193,NaN,0.276561233
2010m12,1.390814093,11.56839934,49.3878,2.00258882,0.273511227
2011m1,4.36984388,-1.543779963,53.5062,NaN,0.278475562
2011m2,6.620922484,-5.277577064,54.4006,NaN,0.262051771
2011m3,4.683727769,11.86260082,53.1308,-0.962923106,0.264708951
2011m4,1.653710509,-4.306926834,53.4434,NaN,0.273929779
2011m5,-5.358083911,2.731009345,52.7991,NaN,0.27528196
2011m6,9.165663478,3.454105999,51.9605,2.849718041,0.272749208
2011m7,-4.415088674,6.364682633,52.5458,NaN,0.269166536
2011m8,-0.162525505,6.700964989,54.6259,NaN,0.266324142
2011m9,9.102766076,-0.291210691,51.6111,-0.111130086,0.271035677
2011m10,6.016417801,8.239593615,47.3093,NaN,0.261364891
2011m11,2.906439553,-0.96334306,50.6918,NaN,0.252549829
2011m12,0.473284928,6.630042917,52.5975,4.610467061,0.244813143
2012m1,7.526536552,7.325480754,52.5946,NaN,0.244686846
2012m2,12.07520144,2.747161181,52.5119,NaN,0.234853334
2012m3,2.202375124,-5.61680187,53.3511,3.11977314,0.236899754
2012m4,-7.64353443,8.98848094,50.3192,NaN,0.247015432
2012m5,0.82496437,2.301681264,50.5356,NaN,0.241176243
2012m6,-8.732076696,-0.235005886,48.3268,1.71711516,0.244514228
2012m7,3.642639619,3.144783301,48.6215,NaN,0.240403232
2012m8,7.135648992,-5.74731082,48.8495,NaN,0.241175216
2012m9,3.842655467,0.587502371,48.0066,0.539428945,0.246068574
2012m10,-1.580779954,2.541326487,47.2197,NaN,0.236895226
2012m11,6.903143708,5.768166877,50.3124,NaN,0.25830769
2012m12,3.711658532,4.228364814,52.6404,0.455233838,0.230678284
2013m1,7.692572568,-1.591479042,51.5369,NaN,0.226626349
2013m2,8.005384517,6.872932878,48.5217,NaN,0.227284434
2013m3,-5.378088795,4.864706341,51.8485,3.527103972,0.226960421
2013m4,-3.153445841,-2.064412117,51.7788,NaN,0.223464226
2013m5,4.935383044,1.312197747,49.774,NaN,0.223581679
2013m6,1.497469438,2.442386185,46.3236,0.493281615,0.221253427
2013m7,5.757558062,-5.124954159,52.5288,NaN,0.222366468
2013m8,-5.475732457,7.897094493,52.0089,NaN,0.214260467
2013m9,-0.818819455,6.164349986,48.9765,3.121449616,0.201686718
2013m10,4.683880697,-2.103539518,51.2677,NaN,0.231779302
2013m11,1.443689603,3.515133372,51.4274,NaN,0.211380543
2013m12,3.461781371,3.640986286,51.4193,3.180319142,0.222964004
2014m1,-15.35027802,-4.998841456,48.3727,NaN,0.210328802
2014m2,16.18920609,10.12175357,51.6447,NaN,0.215618428
2014m3,10.08765758,11.49626,51.0848,-1.13242221,0.205732304
2014m4,10.31769774,0.552894965,51.6947,NaN,0.207731272
2014m5,-0.333770546,4.328313993,52.2345,NaN,0.201562139
2014m6,1.393367488,4.481257997,50.6185,5.378403684,0.201339696
2014m7,0.594795551,2.361061457,50.2872,NaN,0.193420808
2014m8,9.820410842,-1.331222133,54.4016,NaN,0.193428553
2014m9,-2.660294587,3.579915618,54.1041,4.854155965,0.189054089
2014m10,3.463711298,0.248335102,51.1531,NaN,0.184602697
2014m11,6.040763597,9.348228045,48.2766,NaN,0.186333022
2014m12,-3.04565416,-1.743944983,50.9684,2.244863883,0.181984495
2015m1,0.290703153,-5.962482812,51.2488,NaN,0.183149717
2015m2,-5.159126624,-6.108333425,51.6868,NaN,0.192315058
2015m3,14.66176987,-3.374539058,49.9523,3.778715248,0.181303984
2015m4,0.704710368,-7.087608169,48.8417,NaN,0.182096014
2015m5,5.788562968,-5.211861996,49.651,NaN,0.173801625
2015m6,-1.460478769,-4.121056104,49.7363,2.697337729,0.174294228
2015m7,5.780474527,7.001308545,50.3224,NaN,0.176914209
2015m8,0.55874495,-1.867172528,49.4209,NaN,0.175094801
2015m9,-0.603201744,-4.447080649,50.6012,1.447794242,0.171948473
2015m10,-4.511391154,-4.39282564,51.8269,NaN,0.169882991
2015m11,3.240500777,-8.280143603,49.4286,NaN,0.170516248
2015m12,5.917231172,-6.858233016,50.207,0.64093576,0.171481001
2016m1,-7.412249297,9.961535626,51.1129,NaN,0.176453499
2016m2,12.84707836,-8.539088061,49.1165,NaN,0.168449383
2016m3,-6.181593635,-9.51104479,50.099,2.259261379,0.166087377
2016m4,0.797375861,1.196853038,48.6076,NaN,0.166812386
2016m5,1.321464177,-1.027660062,49.697,NaN,0.173345425
2016m6,8.049029564,5.252031826,52.3297,1.24573152,0.166852233
2016m7,-1.168103337,3.03283575,52.6458,NaN,0.163772679
2016m8,-1.257295045,-1.079083909,53.2101,NaN,0.165748626
2016m9,5.127770369,0.08231727,49.8409,2.171678301,0.157836776
2016m10,0.644910519,2.35892863,51.1429,NaN,0.160642067
2016m11,-2.387274924,-2.323651528,51.1892,NaN,0.155279503
2016m12,9.539403191,10.27312513,50.5728,2.509306131,0.157159852
2017m1,9.711082225,1.264294435,51.1231,NaN,0.154559747
2017m2,-2.162229534,-4.535495434,50.2764,NaN,0.149749322
2017m3,-0.748420841,8.09864092,51.2021,2.256300337,0.156341759
2017m4,5.032023447,10.74033096,52.0112,NaN,0.150833702
2017m5,-4.648476771,1.619282897,51.1686,NaN,0.14978758
2017m6,2.699913871,1.975140854,51.3758,1.704140732,0.150094862
2017m7,-0.111089396,-0.484297632,49.8479,NaN,0.152676517
2017m8,-3.2508286,-5.697689694,50.1388,NaN,0.149667061
2017m9,20.39677873,0.03113922,50.6294,2.904761835,0.167605389
2017m10,0.821107564,18.06796759,52.5578,NaN,0.147931761
2017m11,6.143487493,6.393694338,52.4933,NaN,0.149679148
2017m12,3.237971589,3.869715522,50.6581,3.804558475,0.148002342
2018m1,-5.641890112,-3.050732019,52.2709,NaN,0.145590682
2018m2,2.210330131,4.242975778,51.8588,NaN,0.135984621
2018m3,0.133095375,6.844536724,50.9661,3.709463161,0.139778828
2018m4,0.338721631,10.80860607,51.1522,NaN,0.137255629
2018m5,12.07086558,-9.55613526,50.9716,NaN,0.136680381
2018m6,-5.472803041,8.983843169,49.7969,2.665610435,0.136440109
2018m7,4.987740418,5.327495217,49.6461,NaN,0.133345255
2018m8,-4.3022735,9.598880754,50.4261,NaN,0.133060927
2018m9,-2.810496005,1.64562445,50.8292,2.095285058,0.131171411
2018m10,10.91614549,2.640541633,50.2027,NaN,0.13252975
2018m11,1.575226217,6.426199171,51.7524,NaN,0.136633018
2018m12,-26.03392636,0.487473221,52.3258,1.311134526,0.134632244
2019m1,18.43110846,-4.710385932,50.9723,NaN,0.135005088
2019m2,-3.828578826,-6.067703622,51.1989,NaN,0.137997019
2019m3,14.34964266,1.291710464,50.6428,2.890024745,0.133672937
2019m4,1.806942805,-7.598327668,50.7891,NaN,0.132577855
2019m5,3.191159961,2.613201213,49.0621,NaN,0.134075021
2019m6,2.337561243,0.560173334,51.3814,1.480122832,0.135472283
2019m7,4.431805616,-2.112450205,49.1918,NaN,0.130835573
2019m8,5.535894634,8.430856893,45.7803,NaN,0.13191453
2019m9,-6.637890729,-4.177879427,48.4304,2.539580066,0.129837672
2019m10,2.967777006,-4.893381823,50.4916,NaN,0.130777793
2019m11,-2.401919982,11.08496747,50.9748,NaN,0.13069907
2019m12,-1.851815815,-4.217919009,50.5541,2.33808079,0.137339264
2020m1,7.695162491,-5.134783823,49.5382,NaN,0.129248023
2020m2,-6.385620995,1.231410972,49.1395,NaN,0.128474712
2020m3,-97.79614625,-52.69116936,46.1935,-5.082775328,1.636916636
2020m4,-181.3405013,-164.4278819,24.9285,NaN,3.220998076
2020m5,202.0885069,10.57872236,25.9345,NaN,1.558393953
2020m6,90.40376025,66.06458312,47.8937,-38.2050649,0.937273341
2020m7,7.816330001,35.7979623,49.8033,NaN,0.856164384
2020m8,NaN,NaN,52.8708,NaN,0.641390716
2020m9,NaN,NaN,NaN,NaN,NaN
2020m10,NaN,NaN,NaN,NaN,NaN
2020m11,NaN,NaN,NaN,NaN,NaN
2020m12,NaN,NaN,NaN,NaN,NaN
