a12,a21,b12,c12,b21,c21,c_1_1_sync_1,c_1_1_sync_2,c_2_1_sync_1,c_2_1_sync_2,c_3_1_sync_1,c_3_1_sync_2,a0_1_1_sync_1,a0_1_1_sync_2,a0_2_1_sync_1,a0_2_1_sync_2,a0_3_1_sync_1,a0_3_1_sync_2,a0_1_2_sync_1,a0_1_2_sync_2,a0_2_2_sync_1,a0_2_2_sync_2,a0_3_2_sync_1,a0_3_2_sync_2,a0_1_3_sync_1,a0_1_3_sync_2,a0_2_3_sync_1,a0_2_3_sync_2,a0_3_3_sync_1,a0_3_3_sync_2,a1_1_1_sync_1,a1_1_1_sync_2,a1_2_1_sync_1,a1_2_1_sync_2,a1_3_1_sync_1,a1_3_1_sync_2,a1_1_2_sync_1,a1_1_2_sync_2,a1_2_2_sync_1,a1_2_2_sync_2,a1_3_2_sync_1,a1_3_2_sync_2,a1_1_3_sync_1,a1_1_3_sync_2,a1_2_3_sync_1,a1_2_3_sync_2,a1_3_3_sync_1,a1_3_3_sync_2,s_1_1_sync_1,s_1_1_sync_2,s_2_2_sync_1,s_2_2_sync_2,s_3_3_sync_1,s_3_3_sync_2
1.7558,0.8638,0.6649,0.3767,0.3128,0.4392,-0.1106,0.2399,0.0476,0.0127,0.0176,0.0176,1,1,-0.0829,-0.0506,-0.0372,-0.0198,0,0,1,1,-1.9181,-2.4548,0,0,0,0,1,1,0.867,0.8072,-0.1374,-0.2045,-0.0977,0.067,0.0185,-0.1127,0.3432,0.5712,-1.6368,-1.1119,0.0045,0.008,0.0255,0.0042,0.8113,0.6953,0.2948,1.0023,0.4586,0.8023,0.9861,1.9707
1.34,0.38,0.35,0.13,0.13,0.2,-0.16,0.08,-0.01,-0.13,0.02,0.02,1,1,-0.24,-0.16,-0.34,-0.27,0,0,1,1,-2.12,-2.77,0,0,0,0,1,1,0.82,0.72,-0.28,-0.31,-0.39,-0.21,-0.05,-0.31,0.24,0.41,-1.88,-1.51,-0.01,-0.04,0,-0.03,0.76,0.6,0.27,0.9,0.43,0.72,0.9,1.79
2.18,1.33,1.05,0.78,0.59,0.8,-0.06,0.42,0.11,0.15,0.02,0.02,1,1,0.07,0.05,0.26,0.23,0,0,1,1,-1.71,-2.12,0,0,0,0,1,1,0.91,0.89,0.01,-0.1,0.19,0.34,0.09,0.08,0.44,0.73,-1.4,-0.66,0.02,0.05,0.05,0.04,0.87,0.79,0.33,1.13,0.49,0.9,1.07,2.2
