Ticker,Name,Series Type,Currency,Country,Units,Scale,Flow,Adjustment,Periodicity,Metadata,Corporate_History
_DJSD,Dow Jones Spot Average,Commodity Indices,United States Dollar,United States,Index Number,Units,Stock,none,Daily From Jan 1950 To Jan 2009<BR>,"The DJ Futures Price Index was introduced on October 3, 1933 and remained the same until July 5, 1950 when the index was broadened and a spot index was introduced.  The new index consisted of wheat, corn, oats, rye, wool tops, cotton, cottonseed oil, coffee, sugar, cocoa, rubber and hides. Additional revisions came in April of 1974, 1980 and 1982. The index is computed as a equal-weighted average of relative price indexes with a base of December 31, 1974 = 100, the day gold trading resumed in the United States. Prior to 1982, the base was 1924/1926= 100. The index includes grain and oilseed (corn, soybeans, and wheat), food and fiber (coffee, cotton, #2, sugar #11 world), Metals (copper, gold, silver), livestock and meat (live cattle and hogs), and wood (lumber).   Prior to January 1982, the Dow Jones Spot Price Index was based entirely on agricultural commodities, but it was revised in 1982 to include wood, livestock and meats, and metals.  The old Spot Index data can be converted to the old base by multiplying the data by 2.867.",
Date,Ticker,Open,High,Low,Close,Volume,Openint,Period_Average
08/31/1951,_DJSD,76.5866,77.0437,75.4685,75.4685,0,,76.3646782608696
09/30/1951,_DJSD,75.546,77.0151,74.5911,76.5458,0,,75.6457444444445
10/31/1951,_DJSD,76.905,77.7334,76.8478,77.2069,0,,77.2112181818182
11/30/1951,_DJSD,76.8968,80.0881,76.8968,79.4514,0,,78.8277105263158
12/31/1951,_DJSD,79.4637,80.741,79.1291,79.4678,0,,79.7643947368421
01/31/1952,_DJSD,79.1944,80.1615,78.6026,78.9781,0,,79.3768772727273
02/29/1952,_DJSD,78.774,78.774,76.101,76.7907,0,,77.2391684210526
03/31/1952,_DJSD,76.7417,78.5169,76.7417,78.219,0,,77.8915523809524
04/30/1952,_DJSD,77.7293,77.7538,75.395,75.395,0,,76.7467714285714
05/31/1952,_DJSD,75.6072,76.7499,75.6072,76.6601,0,,76.121015
06/30/1952,_DJSD,75.0563,75.6603,73.9177,73.9177,0,,75.1328666666667
07/31/1952,_DJSD,74.2115,74.3829,73.2485,74.3829,0,,73.8125318181818
08/31/1952,_DJSD,74.3136,74.6768,73.3382,73.4851,0,,73.783819047619
09/30/1952,_DJSD,73.6198,73.7749,72.7996,72.8526,0,,73.2006523809524
10/31/1952,_DJSD,72.9505,73.175,70.9468,71.2774,0,,71.9648136363636
11/30/1952,_DJSD,71.3141,71.6814,70.6775,70.6815,0,,71.1676647058823
12/31/1952,_DJSD,71.5059,71.5059,69.4736,70.1347,0,,70.3873409090909
01/31/1953,_DJSD,70.3714,70.3714,68.6084,69.041,0,,69.0462571428571
02/28/1953,_DJSD,68.8247,68.8655,67.1311,68.788,0,,68.2214166666667
03/31/1953,_DJSD,68.992,70.6652,68.6207,68.6207,0,,69.70695
